"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"19624","@racheldvictoria I love your cat so much",0,FALSE,FALSE,"806222617904611328","racheldvictoria","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:43:45 +0000 2016","806221434720817154","4455550872","en",44,FALSE,"Damion's Heart","31144492","Don't make a girl a promise if you can't keep it. -Cortana",TRUE,"Tue Apr 14 15:19:03 +0000 2009",42859,707,4093,FALSE,NA,"K","Central America","en",-21600,289,"Kayleficent","US","United States","admin","Texas, USA",NA,NA,31.1688935,-100.0768885,NA,NA,NA,NA
"19649","Classmate: ""have you ever been to Athens, Ohio?""
""No,"" I say, ""but my kitten is from Athens""",0,FALSE,FALSE,"806222647008882688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:43:52 +0000 2016",NA,NA,"en",1,FALSE,NA,"425396386",NA,TRUE,"Wed Nov 30 23:24:31 +0000 2011",2147,103,2023,FALSE,NA,"Becky Berenbon","Atlantic Time (Canada)","en",-14400,250,"beckyberenbon","US","United States","city","Columbus, OH",NA,NA,39.9946835,-82.985772,NA,NA,NA,NA
"19660","HAHAHA I just got asked what I am doing for NYE, I am cuddling my cat.... #SingleLife",0,FALSE,FALSE,"806222660720087040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:43:55 +0000 2016",NA,NA,"en",35,FALSE,"Nebraska, USA","739858240771497984","Pro Staff for @SKOLLGear @drophookapp @myyolotek https://shar.es/1ED4bK #Cubs #Huskers #Bears #blackhawks #autism https://www.floatingandfishing.com",TRUE,"Mon Jun 06 16:35:25 +0000 2016",9433,1100,40157,FALSE,NA,"Bec",NA,"en",NA,1762,"BecYakAngler","US","United States","admin","Nebraska, USA",NA,NA,41.5007295,-99.6809025,NA,NA,NA,NA
"19668","@pattonoswalt @margaretcho It won't if they are cat lovers.",0,FALSE,FALSE,"806222675240685576","pattonoswalt","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 19:43:59 +0000 2016","806159586155606021","139162440","en",49,FALSE,"Oklahoma","1385705780","I am passionate about books, music, comics, video games, movies, TV, History, Science, Star Wars, The X-files,  geeky hobbies,  collecting old things, & Art.",TRUE,"Sat Apr 27 23:45:12 +0000 2013",8336,250,12182,FALSE,NA,"Tim Eberle","Central Time (US & Canada)","en",-21600,542,"Baloobear76","US","United States","city","Oklahoma City, OK",NA,NA,35.4828435,-97.552161,NA,NA,NA,NA
"19731","Scapps class *it sounds like a dead cat dying*",0,FALSE,FALSE,"806222751769890816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:44:17 +0000 2016",NA,NA,"en",8,FALSE,"Phoenix, AZ","3962596632","Goldwater senior AAIII<ed><U+00A0><U+00BD><ed><U+00B2><U+0099> YL",TRUE,"Tue Oct 20 22:41:20 +0000 2015",8886,1251,8676,FALSE,NA,"Bri",NA,"en",NA,1019,"thatbrownkid8","US","United States","city","Phoenix, AZ",NA,NA,33.5528625,-112.1246765,NA,NA,NA,NA
"19745","My cat got out last night. Hours trying to find, then about an 1 1/2 to catch. The reason I mention #MicroChip",0,FALSE,FALSE,"806222775387983872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:44:23 +0000 2016",NA,NA,"en",11,FALSE,"Phoenix, AZ","20756054","Never Ever, Ever, Never Ever thought I would say this . . . Please bring back George W. Bush.",TRUE,"Fri Feb 13 08:11:27 +0000 2009",6595,340,9145,FALSE,NA,"Roger","Arizona","en",-25200,885,"407Native","US","United States","city","Phoenix, AZ",NA,NA,33.5528625,-112.1246765,NA,NA,NA,NA
"19816","I think she's a dog instead of a cat... https://t.co/IsHSDFgBjt",0,FALSE,FALSE,"806222854136197123",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:44:41 +0000 2016",NA,NA,"en",2,FALSE,NA,"636761712","20. Tottenham till i die!! Hardin Simmons. Timber Creek Alum. Time is simply how you live your life. - Craig Sager",TRUE,"Mon Jul 16 04:01:12 +0000 2012",7387,406,7952,FALSE,NA,"Grant DeLettre","Eastern Time (US & Canada)","en",-18000,591,"ATLBornn","US","United States","city","Abilene, TX",NA,NA,32.415051,-99.750556,NA,NA,NA,NA
"19998","When you're having a video interview and your cat puts his butt in your face <ed><U+00A0><U+00BD><ed><U+00B8><U+0093><ed><U+00A0><U+00BD><ed><U+00B8><U+0091><ed><U+00A0><U+00BD><ed><U+00B8><U+0092>",0,FALSE,FALSE,"806223065273290756",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:45:32 +0000 2016",NA,NA,"en",11,FALSE,NA,"233046921","We are meant to experience life, not carry it with us 1908| <U+03A0><U+03A8>| Klu6",TRUE,"Sun Jan 02 03:50:00 +0000 2011",59935,1939,2590,FALSE,NA,"Jazmin","Quito","en",-18000,1908,"purplephenalia","US","United States","city","University, FL",NA,NA,28.588445,-81.1972755,NA,NA,NA,NA
"20030","@Camylle_VF @BabyAnimalPics that cat is living my dream",0,FALSE,FALSE,"806223089507987457","Camylle_VF","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:45:38 +0000 2016","806222759458177030","2372906670","en",7,FALSE,"Imlay City<U+2194><U+FE0F>Albion","881422622","•The nicest mean person you'll ever meet• •Albion softball '20•",TRUE,"Mon Oct 15 02:56:57 +0000 2012",40526,889,23644,FALSE,NA,"Becca Lou Who","Atlantic Time (Canada)","en",-14400,741,"RebeccaRod7","US","United States","city","Albion, MI",NA,NA,42.2547805,-84.7620395,NA,NA,NA,NA
"20204","The worst part about coming home for break is that I somehow became violently allergic to my cat",0,FALSE,FALSE,"806223280134705152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:46:23 +0000 2016",NA,NA,"en",2,FALSE,"Seal Beach, Ca ","786344444","greetings loved ones, let's take a journey",TRUE,"Tue Aug 28 06:22:32 +0000 2012",8794,257,13485,FALSE,NA,"Tess",NA,"en",NA,119,"teeburnee","US","United States","city","Seal Beach, CA",NA,NA,33.755328,-118.07951,NA,NA,NA,NA
"20319","All of you are tweeting me cute pics of dogs/cats, and I love it. HW for today: send a random cute puppy/kitten pic to a friend or relative.",0,FALSE,FALSE,"806223418542596096","ThomasSanders","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:46:56 +0000 2016","806214115643375616","612750924","en",611,TRUE,NA,"612750924","Youtube: http://youtube.com/ThomasSanders Snapchat: Thomas_Sanders Business: SandersRTP@gmail.com http://www.districtlines.com/ThomasSanders",TRUE,"Tue Jun 19 16:21:01 +0000 2012",47362,359647,212915,FALSE,"http://vine.co/ThomasSanders","Thomas Sanders","Pacific Time (US & Canada)","en",-28800,869,"ThomasSanders","US","United States","city","Los Angeles, CA",NA,NA,34.0207895,-118.4119065,NA,NA,NA,NA
"20363","Why do people say the cats out of the bag? Why would a cat be in the bag in the first place?",0,FALSE,FALSE,"806223471059632129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:47:09 +0000 2016",NA,NA,"en",1,FALSE,"Waterloo, IL","2357128716",NA,TRUE,"Sun Feb 23 00:00:58 +0000 2014",7818,280,4399,FALSE,NA,"angela simmonds",NA,"en",NA,434,"angiejones97","US","United States","city","Waterloo, IL",NA,NA,38.3395015,-90.147855,NA,NA,NA,NA
"20513","&amp;&amp; why does it only come out when you admit something like what if the cat suffocates &amp; cant come out",0,FALSE,FALSE,"806223629985939456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:47:46 +0000 2016",NA,NA,"en",1,FALSE,"Waterloo, IL","2357128716",NA,TRUE,"Sun Feb 23 00:00:58 +0000 2014",7819,280,4399,FALSE,NA,"angela simmonds",NA,"en",NA,434,"angiejones97","US","United States","city","Waterloo, IL",NA,NA,38.3395015,-90.147855,NA,NA,NA,NA
"20530","Wow my cat is very accomplished https://t.co/JMOtlVqq25",0,FALSE,FALSE,"806223650789740546",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:47:51 +0000 2016",NA,NA,"en",16,FALSE,"Florida","15234064","Currently studying how to chew scenery and die while hitting a high C. USF.",TRUE,"Wed Jun 25 17:31:16 +0000 2008",64903,483,27111,FALSE,NA,"Ashley Emrick","Eastern Time (US & Canada)","en",-18000,742,"AshleyEmrick","US","United States","admin","Florida, USA",NA,NA,27.698682,-83.804475,NA,NA,NA,NA
"20606","#nowplaying ""Sitting"" - Cat Stevens",0,FALSE,FALSE,"806223758453342208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 19:48:17 +0000 2016",NA,NA,"en",33,FALSE,"Largo, FL","60178338","I love music, art and baseball. My tweets often contain exclamation points, ellipses and cat pictures. I sell art on Etsy. Check out my shop!",TRUE,"Sat Jul 25 23:37:00 +0000 2009",19272,690,35361,FALSE,"http://www.etsy.com/shop/videounit12","Trista","America/Detroit","en",-18000,1491,"LynnRays","US","United States","city","Largo, FL",NA,NA,27.904263,-82.77283,NA,NA,NA,NA
"20673","@quinncy The best cat i have ever known was a tortie.",0,FALSE,FALSE,"806223835439583232","quinncy","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 19:48:35 +0000 2016","806215353952976896","19135516","en",20,FALSE,"Washington, USA","1436969311","Here for hockey,  mostly.",TRUE,"Fri May 17 23:45:12 +0000 2013",11396,480,115525,FALSE,NA,"Sharon","Pacific Time (US & Canada)","en",-28800,692,"playdagger4me2","US","United States","admin","Washington, USA",NA,NA,47.273022,-120.882482,NA,NA,NA,NA
"20734","@PlayOverwatch @Blizzard_Ent consider: soldier 76 in this ugly cat sweater https://t.co/QPfW84Tg9I",0,FALSE,FALSE,"806223912040275968","PlayOverwatch","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:48:54 +0000 2016",NA,"2420931980","en",5,FALSE,"16 • male","780356519472824320","i spy with my tactical eye",TRUE,"Mon Sep 26 10:41:07 +0000 2016",8603,54,7845,FALSE,"http://listography.com/jackmorrison","<ed><U+00A0><U+00BD><ed><U+00B5><U+00B8>","Central Time (US & Canada)","en",-21600,68,"puIserifIe","US","United States","admin","Michigan, USA",NA,NA,45.00118,-86.2705395,NA,NA,NA,NA
"20861","I SAVED A KITTEN FROM THE SEWER AND HE ATE A BAG OF BEEF JERKEY HIS NAMES GUCCI ,WHAT DID THE COPS DO NOTHING FUCK 12",0,FALSE,FALSE,"806224045813465088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:49:26 +0000 2016",NA,NA,"en",1,FALSE,"The woodlands mall","2805869502","<ed><U+00A0><U+00BC><ed><U+00BD><U+00BE><ed><U+00A0><U+00BC><ed><U+00BD><U+0097><ed><U+00A0><U+00BC><ed><U+00BD><U+0099><ed><U+00A0><U+00BC><ed><U+00BD><U+00A3>Sc:andyramirez98 CA<U+2708><U+FE0F>NY<U+2708><U+FE0F>FL / <ed><U+00A0><U+00BD><ed><U+00B4><U+00AD><ed><U+00A0><U+00BD><ed><U+00B2><U+008E><ed><U+00A0><U+00BC><ed><U+00BD><U+00B7><U+26C4><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BD><U+0086><ed><U+00A0><U+00BC><ed><U+00BD><U+0092>!!!!?? (; IN THE 6 W/ MY WOES deer w/ a truck <ed><U+00A0><U+00BC><ed><U+00B7><U+00AB><ed><U+00A0><U+00BC><ed><U+00B7><U+00B7><ed><U+00A0><U+00BC><ed><U+00BC><U+008C><ed><U+00A0><U+00BC><ed><U+00B7><U+00B2><ed><U+00A0><U+00BC><ed><U+00B7><U+00BD> DATWAY <ed><U+00A0><U+00BC><ed><U+00BC><U+008A>",TRUE,"Fri Sep 12 17:17:36 +0000 2014",39,18,50,FALSE,"http://www.tvjohnny.net/product_info.php/pave-and-prong-settings-goldteeth-tvj-5093-p-9566","ANDY<ed><U+00A0><U+00BC><ed><U+00BD><U+00B7><ed><U+00A0><U+00BC><ed><U+00BD><U+0097><ed><U+00A0><U+00BC><ed><U+00BD><U+0099><ed><U+00A0><U+00BD><ed><U+00B4><U+00AA>",NA,"en",NA,63,"anndyyyyyyyy","US","United States","city","Oak Ridge North, TX",NA,NA,30.124856,-95.400973,NA,NA,NA,NA
"20970","A  HUSL-CAT ™<U+FE0F>, right here , <ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>
<ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>Watch!
https://t.co/lZbhtekoNp

https://t.co/zzjjNVHz4K
 © Copyright 2016 
HUSL-CAT ™<U+FE0F> Clothing Brand",0,FALSE,FALSE,"806224209647013889",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:50:05 +0000 2016",NA,NA,"en",6,FALSE,"Los Angeles, CA","758976671508668416","A Get-Money Clothing Brand. For Fellas & Ladies. I-Work-Hard, Yo ! Gotta Get It !™<U+FE0F> Coming Soon © Copyright",TRUE,"Fri Jul 29 10:45:14 +0000 2016",39,49,1367,FALSE,"http://www.HUSLCAT.com","HUSLCAT",NA,"en",NA,60,"huslcat","US","United States","city","Los Angeles, CA",NA,NA,34.0207895,-118.4119065,NA,NA,"http://monster.cat/2g7CL3a","https://t.co/lZbhtekoNp"
"21169","Cant wait to go home and cuddle with my cat",0,FALSE,FALSE,"806224460974014468",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:51:05 +0000 2016",NA,NA,"en",1,FALSE,"In the clouds","796234333","Half goddess, half hell | PCT '19 surg tech |",TRUE,"Sat Sep 01 14:47:10 +0000 2012",9207,398,3843,FALSE,NA,"cubby","Atlantic Time (Canada)","en",-14400,323,"kylie_rxe","US","United States","admin","Pennsylvania, USA",NA,NA,41.1179365,-77.604684,NA,NA,NA,NA
"21182","MY<U+2764><U+FE0F>HEART<U+2764><U+FE0F> https://t.co/oQuEGEQWG2",0,FALSE,FALSE,"806224474412642308",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:51:08 +0000 2016",NA,NA,"en",8,FALSE,"Springfield, MO","304720084","forever planning",TRUE,"Wed May 25 00:35:04 +0000 2011",26230,544,20877,FALSE,"https://vsco.co/hanniferr07/images/1","hannah willming","Central Time (US & Canada)","en",-21600,627,"hanniferr07","US","United States","admin","Missouri, USA",NA,NA,38.3045585,-92.4367735,NA,NA,"http://8j.kincilyera.xyz","https://t.co/oQuEGEQWG2"
"21276","@HJBlenkinsop @Ch11204449Ch @tori20202 @saranlogesh2013 @lindahavens94 @Statusbrew owl and the pussy cat!",0,FALSE,FALSE,"806224603702067200","HJBlenkinsop","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:51:39 +0000 2016","806115078869237764","310917929","en",24,FALSE,"Brooklyn, NY","752555543579860992","I'm a kitty called Lily. I like waking my mum up at 4am, searching under the sofa for Narnia, playing with my crazy bro and watching Dexter",TRUE,"Mon Jul 11 17:29:58 +0000 2016",2163,1708,4395,FALSE,NA,"Lily","Pacific Time (US & Canada)","en",-28800,3179,"thoughtsofmoony","US","United States","city","Manhattan, NY",NA,NA,40.780709,-73.9685415,NA,NA,NA,NA
"21373","I miss my cat and boyfriend",0,FALSE,FALSE,"806224743636602885",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:52:12 +0000 2016",NA,NA,"en",13,FALSE,"RVA","331990739","your titty out | <U+2653><U+FE0F>|this pussy grabs back",TRUE,"Sat Jul 09 01:44:23 +0000 2011",57740,284,15603,FALSE,"https://www.instagram.com/emuhhhhly/?hl=en","Em","Eastern Time (US & Canada)","en",-18000,119,"spicyypisces","US","United States","city","East Highland Park, VA",NA,NA,37.5809385,-77.374808,NA,NA,NA,NA
"21461","https://t.co/Wn47CY2Yzy Cat composes music for a soap opera",0,FALSE,FALSE,"806224867926351872",NA,"<a href=""http://www.zorrotron.com"" rel=""nofollow"">Zorrotron</a>",FALSE,"Tue Dec 06 19:52:42 +0000 2016",NA,NA,"en",105,FALSE,NA,"3222570438",NA,TRUE,"Thu May 21 18:41:51 +0000 2015",54395,194,0,FALSE,NA,"Teresa Morris",NA,"en",NA,0,"teramaso","US","United States","admin","California, USA",NA,NA,37.2691755,-119.3066075,37.69950401,-123.01166583,"http://ow.ly/cLdA306PNBy","https://t.co/Wn47CY2Yzy"
"21684","My goal for next semester is to save up to adopt an older cat who needs love &amp; snuggles <ed><U+00A0><U+00BD><ed><U+00B0><U+00B1> <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>",0,FALSE,FALSE,"806225082238509056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:53:33 +0000 2016",NA,NA,"en",31,FALSE,"Maryland / / Florida ","1686248778","23. Grad student. Que sera, sera. Insta @xena316",TRUE,"Tue Aug 20 17:18:59 +0000 2013",7966,4166,14409,FALSE,NA,"Blondie","Hawaii","en",-36000,2593,"sweatyblonde","US","United States","city","University, FL",NA,NA,28.588445,-81.1972755,NA,NA,NA,NA
"21811","Why toil going from room to room? Simply vacuum your dog or cat! Easy! #HousecleaningShortcuts",0,FALSE,FALSE,"806225272726925312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Dec 06 19:54:18 +0000 2016",NA,NA,"en",532,FALSE,"The City of Angels","2835419768","#Actor/#filmmaker K. Patrick Tutera's highly-stylized topsy-turvy #FilmNoir currently in festival. Merry #Noirvember! | Agent: http://thagencyint.com/",TRUE,"Mon Sep 29 02:58:32 +0000 2014",27151,9047,33652,FALSE,"http://kck.st/1pshuiJ","The Last Hurrah Film",NA,"en",NA,6674,"LastHurrahFilm","US","United States","city","Los Angeles, CA",NA,NA,34.0207895,-118.4119065,NA,NA,NA,NA
"22026","lena... noooo..... and is that a cat teepee... nooooOOOooooooOOOOO ...... what the fuuUUUUUUuck... https://t.co/AOEoFoK0b3",0,FALSE,FALSE,"806225514289569794",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Dec 06 19:55:16 +0000 2016",NA,NA,"en",46,TRUE,"nyc","785194579","i advise global dev NGOs & make fun of ur fav rapper. la mas mala. bidness: dillin.chelsea@gmail.com",TRUE,"Mon Aug 27 18:11:01 +0000 2012",1478,4611,30933,FALSE,"http://www.amazon.com/registry/wishlist/2M7JNSOZMTRSU/","chelsea","Eastern Time (US & Canada)","en",-18000,483,"chelllssseeea","US","United States","city","Manhattan, NY",NA,NA,40.780709,-73.9685415,NA,NA,NA,NA
"22245","please enjoy this video of my cute outfit and even cuter kitten. https://t.co/QJNpPznTfL",0,FALSE,FALSE,"806225787229704200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:56:21 +0000 2016",NA,NA,"en",2,FALSE,NA,"2233056962",NA,TRUE,"Fri Dec 06 14:19:10 +0000 2013",8811,526,10822,FALSE,NA,"abuhgail",NA,"en",NA,224,"abeeeeey_","US","United States","admin","Texas, USA",NA,NA,31.1688935,-100.0768885,NA,NA,NA,NA
"22538","My mom said if I pass all my classes I might be able to get a kitten <ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0084>",0,FALSE,FALSE,"806226095943090181",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 19:57:34 +0000 2016",NA,NA,"en",1,FALSE,NA,"1726535196",NA,TRUE,"Tue Sep 03 20:28:29 +0000 2013",6457,384,3367,FALSE,NA,"Maddie Bledsoe","Eastern Time (US & Canada)","en",-18000,856,"Magic_MaddieXXL","US","United States","city","Bowling Green, OH",NA,NA,41.3870895,-83.645809,NA,NA,NA,NA
"22677","Even though my car is super basic, I fucking love my car. Like that's my baby. That's my lil bitch. #cat",0,FALSE,FALSE,"806226307604500480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:58:25 +0000 2016",NA,NA,"en",2,FALSE,NA,"103644328","Florida Tech Forensic Psychology",TRUE,"Sun Jan 10 19:24:07 +0000 2010",4010,159,59,FALSE,NA,"Krizia Trewin","Atlantic Time (Canada)","en",-14400,149,"KriziaxD","US","United States","city","Kendall, FL",NA,NA,25.671986,-80.34712,NA,NA,NA,NA
"22847","Sometimes you have to just take five and hug a cat. #howmanypieces https://t.co/AZ5dy5DFAC",0,FALSE,FALSE,"806226467063529472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:59:03 +0000 2016",NA,NA,"en",3,FALSE,NA,"4180625589",NA,TRUE,"Fri Nov 13 18:42:24 +0000 2015",473,328,200,FALSE,NA,"PawleyStudios",NA,"en",NA,181,"pawleystudio","US","United States","city","Russellville, KY",NA,NA,36.8419525,-86.891194,NA,NA,NA,NA
"22904","Why does the cat keep stealing the sink sponge <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",0,FALSE,FALSE,"806226534126088192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 19:59:19 +0000 2016",NA,NA,"en",10,FALSE,"Los Angeles, CA","55063744","( ´ <U+25BD> ` )<U+FF89> Take a lil nap in space",TRUE,"Wed Jul 08 23:12:58 +0000 2009",10953,281,4476,FALSE,"http://www.facebook.com/#!/profile.php?id=708202062","<U+2728>NAPSTRONAUT<U+2728>","Pacific Time (US & Canada)","en",-28800,355,"napstr0naut","US","United States","city","Los Angeles, CA",NA,NA,34.0207895,-118.4119065,NA,NA,NA,NA
"23008","Do you have any information that could help the @NEHumaneSociety find the person responsible for last week's crime?
https://t.co/LQwq07zwHl",0,FALSE,FALSE,"806226694801592320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Dec 06 19:59:57 +0000 2016",NA,NA,"en",282,TRUE,"Omaha, NE","49666825","Keep up with FOX 42 KPTM with our Online news, sports and weather for Omaha and World at large... as well as FOX sports and entertainment programming",TRUE,"Mon Jun 22 15:46:38 +0000 2009",12057,11864,114,FALSE,"http://www.FOX42KPTM.com","FOX 42 KPTM","Central Time (US & Canada)","en",-21600,390,"FOX42KPTM","US","United States","city","Omaha, NE",NA,NA,41.275721,-96.053431,NA,NA,"http://pinterest.com/pin/58335757653783815/","https://t.co/LQwq07zwHl"
"23110","I'm so sick of this cat omg",0,FALSE,FALSE,"806226765953859589",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:00:14 +0000 2016",NA,NA,"en",1,FALSE,NA,"212415289",NA,TRUE,"Sat Nov 06 00:53:18 +0000 2010",12032,534,4990,FALSE,NA,"regan hutchison","Central Time (US & Canada)","en",-21600,457,"regannhutchison","US","United States","city","Oak Hills, PA",NA,NA,40.824073,-79.9238055,NA,NA,NA,NA
"23313","Even the cat is trying to hide from finals. https://t.co/2kxVdQX9hA",0,FALSE,FALSE,"806227023131774976",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 20:01:15 +0000 2016",NA,NA,"en",0,FALSE,"sansa stark","508212141","Snow/Stark 2016",TRUE,"Wed Feb 29 01:44:42 +0000 2012",3954,189,11922,FALSE,NA,"Jenny","Central Time (US & Canada)","en",-21600,163,"jenpar67","US","United States","city","Murfreesboro, TN",NA,NA,35.84742,-86.40961,NA,NA,NA,NA
"23377","Update: my cat and my bfs cat still cant be in the same room together but one of his friends came over &amp; nova came out of his hiding spot!",0,FALSE,FALSE,"806227099451293697",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Tue Dec 06 20:01:34 +0000 2016",NA,NA,"en",178,FALSE,"<U+24CB> <U+2625>","75922483","The idea is to participate in your existence. The worst mistake that you can make is to think you’re alive when really you’re asleep in life’s waiting room.",TRUE,"Mon Sep 21 01:05:45 +0000 2009",316481,9868,3360,FALSE,"http://loveandletlovein.tumblr.com/post/139146122142/vegan-resources-why","Her<U+24CB>Psyche","Quito","en",-18000,227,"MrsAnahata","US","United States","city","Denver, CO",NA,NA,39.713563,-104.9220935,NA,NA,NA,NA
"23503","@andreasekstrom @nehedari got room for one more and a cat?",0,FALSE,FALSE,"806227216396713984","andreasekstrom","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Tue Dec 06 20:02:02 +0000 2016","806214707648614400","25309960","en",7,FALSE,"DO YOU KNOW DA WAY TO SAN JOSÉ","2163897369","Schadenfreude Schlemiel. A complete kneebiter. Any interesting or funny tweets are from hackers.",TRUE,"Fri Nov 01 21:19:14 +0000 2013",2702,188,3084,FALSE,NA,"Bill Wendling","Pacific Time (US & Canada)","en",-28800,201,"Kinderschwein","US","United States","city","Mountain View, CA",NA,NA,37.396853,-122.0814425,NA,NA,NA,NA
"23553","@_Based_Religion niggas if you don't eat her cat she'll cheat",0,FALSE,FALSE,"806227263868043270","_Based_Religion","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Tue Dec 06 20:02:13 +0000 2016","806226295159975936","842581807","en",15,FALSE,"probably in ya bitch tbh","842581807","Jamaican | What I tweet is going to offend you but it offends that you're offended | <ed><U+00A0><U+00BD><ed><U+00B9><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE>#RestEasyDee",TRUE,"Sun Sep 23 23:22:53 +0000 2012",52835,1246,11332,FALSE,NA,"BADMON ZAE","Eastern Time (US & Canada)","en",-18000,641,"_Based_Religion","US","United States","city","Killeen, TX",NA,NA,31.0793065,-97.75384,NA,NA,NA,NA
